date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
2015-01-22,3,6.0,2.5,2270,11970,1.0,0,0.0,3,7,1470.0,800.0,1964,0.0,98011,47.65162117916014,-118.17551005158053,2270.0,10640
2014-05-08,4,2.0,1.75,1230,3600,1.5,0,0.0,5,7,1230.0,0.0,1925,0.0,98119,47.879647915583675,-120.03064820490476,1210.0,4500
2015-03-18,2,3.0,1.5,1670,6988,1.0,0,0.0,3,7,1370.0,300.0,1953,0.0,98148,47.38637015304077,-118.56470204999405,1090.0,7753
2014-08-22,4,5.0,2.75,3847,17654,1.0,0,2.0,5,9,2299.0,1548.0,1975,0.0,98003,47.20204178026647,-118.31088611332228,2690.0,15344
2014-05-02,3,4.0,2.5,3630,42884,1.5,0,0.0,3,9,2300.0,1330.0,1979,0.0,98092,47.417244876861325,-120.27392313153575,2830.0,80148
2015-01-07,4,4.0,2.75,3580,12000,1.0,0,0.0,3,10,1840.0,1740.0,1979,0.0,98074,47.84676061715269,-117.70351804341772,2910.0,12428
2015-03-20,5,5.0,4.0,4050,11358,2.0,0,0.0,4,10,2780.0,1270.0,1980,0.0,98040,47.50677823160146,-118.45191577144564,3120.0,13555
2015-05-13,4,3.0,1.75,1540,8400,1.5,0,0.0,3,7,1540.0,0.0,1902,0.0,98122,47.89429859368124,-119.74763551582407,1330.0,4800
2014-07-17,3,4.0,2.5,2550,7200,2.0,0,2.0,3,7,2550.0,0.0,2003,0.0,98056,48.21425760427138,-117.97768617120806,2560.0,5715
2014-11-03,4,4.0,2.0,2340,6000,1.0,0,0.0,5,8,1270.0,1070.0,1953,0.0,98199,47.58814519939122,-117.79198918854223,1600.0,6000
2014-11-07,3,4.0,2.5,2320,4524,2.0,0,0.0,3,8,2320.0,0.0,2004,0.0,98059,47.260670596629744,-117.54287682146126,2330.0,4524
2014-10-10,1,2.0,1.0,910,9000,1.0,0,0.0,4,6,910.0,0.0,1983,0.0,98045,47.554329427954855,-118.14415117380061,1410.0,9440
2014-11-26,3,1.0,1.0,830,3200,1.0,0,0.0,3,7,830.0,0.0,1924,0.0,98103,47.80566276405251,-118.33019954378538,1350.0,2512
2015-05-01,4,3.0,2.75,3510,92347,2.0,0,0.0,3,10,3510.0,0.0,1990,0.0,98038,47.22545648570321,-118.38541568272288,2970.0,37070
2015-04-29,3,3.0,2.5,2480,4950,2.0,0,0.0,3,7,2480.0,0.0,2004,0.0,98058,47.34362341116789,-118.43576962336596,2230.0,5298
2014-05-16,3,3.0,2.5,2370,7875,2.0,0,0.0,3,9,2370.0,0.0,2003,0.0,98065,47.2157944554079,-116.54400675942448,2660.0,7752
2014-06-12,3,5.0,2.75,2990,7420,2.0,0,0.0,3,8,2990.0,0.0,1996,0.0,98059,47.188210695114755,-119.25536954586369,2290.0,7678
2014-08-25,3,4.0,1.0,1350,4000,1.5,0,0.0,3,8,1350.0,0.0,1930,0.0,98117,47.34146725045533,-120.43416516238482,1520.0,4000
2014-05-14,3,2.0,2.0,2370,217800,1.5,0,0.0,3,7,1600.0,770.0,1992,0.0,98027,47.607585284148385,-118.32919242606657,2370.0,157687
2015-03-04,2,3.0,2.0,1410,10248,1.0,0,0.0,3,7,1410.0,0.0,1985,0.0,98001,47.226496339900855,-118.4828004389553,2090.0,9414
2014-12-08,1,2.0,1.0,1170,8254,1.0,0,0.0,2,6,1170.0,0.0,1949,0.0,98146,47.407318487687995,-117.66163320212408,1820.0,8922
2014-09-29,3,4.0,2.5,1800,4500,2.0,0,0.0,3,8,1800.0,0.0,1999,0.0,98075,47.80682343786464,-116.0164233686541,1800.0,4500
2014-05-28,5,4.0,2.75,3650,6982,2.0,0,2.0,4,9,2530.0,1120.0,1951,2003.0,98115,48.11210858922777,-117.52047251978415,3140.0,7894
2015-01-22,2,3.0,1.75,1490,8357,1.0,0,0.0,4,7,1490.0,0.0,1993,0.0,98038,47.724668586443826,-117.09806481873301,1490.0,7376
2015-04-13,4,4.0,2.5,3610,13292,2.0,0,0.0,3,10,3610.0,0.0,1996,0.0,98075,47.53622809567157,-117.9222131734394,3000.0,10776
2014-06-06,3,4.0,1.75,2050,94525,1.0,0,0.0,4,7,1250.0,800.0,1959,0.0,98058,47.69061204422628,-117.02257825638728,2270.0,47480
2014-05-20,2,3.0,1.0,1092,7500,1.5,0,0.0,3,6,1092.0,0.0,1918,0.0,98106,47.714435863921814,-119.22943913685751,930.0,4000
2014-07-09,1,4.0,2.25,2010,7688,1.0,0,0.0,3,8,1170.0,840.0,1979,0.0,98023,47.87241160266776,-120.02733304056656,1990.0,7688
2015-04-29,2,3.0,2.0,1680,7900,2.0,0,0.0,4,7,1680.0,0.0,1953,0.0,98003,47.29166972855471,-116.32228175790311,1250.0,15600
2014-05-28,3,4.0,2.0,2510,38141,1.0,0,0.0,3,9,2510.0,0.0,1960,0.0,98034,47.61972215377894,-120.26108846302046,3180.0,11760
2014-05-08,3,4.0,2.5,2280,65836,2.0,0,0.0,3,8,2280.0,0.0,2004,0.0,98077,47.76051118469125,-117.34533744802697,2300.0,97574
2014-11-17,3,3.0,2.5,2510,5186,2.0,0,0.0,3,7,2510.0,0.0,2001,0.0,98053,48.1508178749885,-118.91762556126999,2530.0,5186
2015-04-02,5,4.0,3.0,4160,13170,2.0,0,0.0,3,11,3040.0,1120.0,2001,0.0,98059,47.82777436576429,-118.40906307917835,3780.0,13148
2014-08-25,4,4.0,1.5,2220,4000,1.5,0,0.0,3,8,1970.0,250.0,1925,0.0,98105,47.74490910951814,-117.34508942443388,1984.0,4000
2015-04-28,4,3.0,2.5,2870,13695,2.0,0,0.0,3,10,2870.0,0.0,1991,0.0,98052,47.58439170612757,-116.71449689265276,2840.0,8472
2014-07-15,1,5.0,1.75,1990,27810,1.0,0,0.0,3,7,1990.0,0.0,1955,0.0,98023,47.468437016846245,-118.4089373006394,2240.0,20000
2014-09-17,1,3.0,1.0,960,15273,1.0,0,0.0,4,7,960.0,0.0,1963,0.0,98022,47.3067546147674,-116.84635946952444,1930.0,51400
2015-01-07,3,2.0,1.5,1540,6549,2.0,0,0.0,3,7,1540.0,0.0,1980,0.0,98133,47.800286761318134,-116.91533440143084,1470.0,6552
2015-04-08,2,4.0,2.5,1970,5190,2.0,0,0.0,3,7,1970.0,0.0,2002,0.0,98059,47.30303502268132,-119.16361244237028,1840.0,5564
2014-08-22,4,4.0,2.5,3190,27806,2.0,0,0.0,3,9,3190.0,0.0,1997,0.0,98010,47.089947406223295,-118.03392164034041,2810.0,28619
2014-06-18,1,3.0,1.75,1670,6900,1.0,0,0.0,3,7,1170.0,500.0,1978,0.0,98023,46.90427370126371,-118.55785881207213,1740.0,7000
2014-11-11,3,4.0,2.0,2100,4500,1.0,0,0.0,5,7,1060.0,1040.0,1924,0.0,98105,47.54850577754879,-119.01440899585823,1920.0,3900
2015-04-22,2,2.0,1.0,1010,6180,1.0,0,0.0,3,6,1010.0,0.0,1903,0.0,98118,47.49794757401337,-117.50551598454436,1560.0,6180
2014-06-09,4,4.0,2.5,2030,3905,1.5,0,0.0,4,7,1630.0,400.0,1926,0.0,98103,47.54322926987145,-119.35433053140586,2000.0,3905
2014-12-12,1,3.0,1.0,1090,10296,1.0,0,0.0,4,6,1090.0,0.0,1950,0.0,98028,47.79802280544667,-118.97269308995935,1910.0,10296
2015-01-26,3,4.0,1.75,2440,16730,1.0,0,0.0,3,7,1390.0,1050.0,1976,0.0,98072,47.614150268202906,-119.08751401571634,1390.0,11600
2014-11-21,3,4.0,3.0,2500,6278,2.0,0,0.0,3,9,2500.0,0.0,2002,0.0,98092,47.64812638558459,-117.84145092982685,2700.0,7200
2014-11-19,4,4.0,2.5,3420,7462,2.0,0,0.0,3,9,3420.0,0.0,2002,0.0,98074,47.34794407467805,-119.08703493067928,3080.0,8031
2014-11-13,4,4.0,2.5,2850,11000,2.0,0,0.0,3,8,2850.0,0.0,1998,0.0,98052,47.93069029014023,-117.60440204697923,1720.0,11000
2015-05-12,4,4.0,1.5,2030,3300,1.5,0,0.0,4,8,1530.0,500.0,1927,0.0,98116,47.50704329911726,-119.1533536763838,2610.0,5400
2015-04-08,5,5.0,3.75,4590,11265,2.0,0,0.0,4,11,3450.0,1140.0,1927,0.0,98112,47.913999780225936,-119.87685465323436,3870.0,8996
2014-09-15,3,3.0,2.5,2230,5800,2.0,0,0.0,3,7,2230.0,0.0,2004,0.0,98065,47.71010507095132,-117.58383370118048,2230.0,6088
2014-09-24,4,6.0,4.5,4000,7500,2.0,0,0.0,3,7,4000.0,0.0,1978,0.0,98122,48.09556613221818,-116.47900968142487,1380.0,6298
2014-09-08,4,3.0,1.75,1490,16200,1.0,0,0.0,5,8,1490.0,0.0,1958,0.0,98005,47.7770321738971,-119.66450172050956,2070.0,16200
2014-06-25,5,4.0,4.5,4225,284011,2.0,0,0.0,4,11,4225.0,0.0,1985,0.0,98074,47.71308060080159,-118.86052055563374,2870.0,14576
2014-09-16,5,4.0,1.75,2120,4000,1.5,0,0.0,4,8,1920.0,200.0,1929,0.0,98105,47.660592366246355,-118.65438902327487,2300.0,4000
2014-09-30,2,3.0,1.5,1030,7184,1.0,0,0.0,4,7,1030.0,0.0,1968,0.0,98056,47.53872248645958,-117.63853133725584,1330.0,7262
2014-05-19,2,4.0,1.75,2310,8045,1.0,0,0.0,4,7,1650.0,660.0,1976,0.0,98058,47.432166018537636,-117.70850593003824,1790.0,8086
2015-03-20,3,3.0,2.25,1830,7943,2.0,0,0.0,3,8,1830.0,0.0,1985,0.0,98028,47.74931460268982,-119.10333562981016,2100.0,8070
2014-11-07,2,4.0,1.5,2500,9448,1.0,0,0.0,4,7,1250.0,1250.0,1966,0.0,98106,47.713501120717844,-120.8695487411218,1640.0,9490
2014-11-12,2,2.0,1.0,940,7700,1.0,0,0.0,4,6,940.0,0.0,1916,0.0,98133,47.691929929210616,-116.977814315338,1290.0,7375
2014-06-20,4,5.0,2.75,3260,11700,1.0,0,0.0,3,8,1630.0,1630.0,1964,0.0,98008,47.92389889283687,-117.6955670065005,2860.0,11700
2014-05-09,3,3.0,2.25,1660,10140,1.0,0,0.0,4,8,1370.0,290.0,1980,0.0,98052,47.83376732760356,-118.88396077244377,2100.0,10125
2014-10-20,4,4.0,3.0,4370,217882,2.0,0,0.0,3,10,4370.0,0.0,1984,0.0,98053,47.442992708253755,-117.33085133100694,2430.0,35096
2014-12-29,4,3.0,2.5,2620,9112,2.0,0,0.0,3,9,2620.0,0.0,1995,0.0,98052,47.768589652450686,-117.67639508561949,2620.0,9067
2015-04-20,1,3.0,1.75,1500,7800,1.0,0,0.0,3,7,1500.0,0.0,1968,0.0,98092,47.1243142737616,-116.6372693941248,1490.0,7800
2015-03-04,3,2.0,1.0,910,7200,1.0,0,1.0,4,7,830.0,80.0,1936,0.0,98136,47.57795198404066,-117.42536750172613,1700.0,7200
2014-06-24,3,4.0,1.75,1250,7400,1.0,0,0.0,5,6,1250.0,0.0,1959,0.0,98008,47.776197902162934,-117.55579582428341,990.0,7600
2014-08-05,5,5.0,3.0,3850,14990,1.0,0,0.0,4,9,2290.0,1560.0,1964,0.0,98004,48.03403420469339,-118.62432001275799,3010.0,15001
2014-11-26,4,4.0,2.5,3450,35100,2.0,0,0.0,3,10,3450.0,0.0,1987,0.0,98052,47.75520068460556,-117.16089669651969,3110.0,35894
2014-07-17,4,4.0,3.5,3950,12320,2.0,0,0.0,3,10,3950.0,0.0,2001,0.0,98065,47.5590490219103,-120.17016689799613,3920.0,11086
2014-05-13,1,4.0,1.5,1950,12559,1.5,0,0.0,3,6,1950.0,0.0,1939,0.0,98188,47.57449484034925,-117.4280998935262,1950.0,9178
2014-09-23,3,3.0,2.5,1700,6396,2.0,0,0.0,3,7,1700.0,0.0,2003,0.0,98065,47.63036132566908,-118.46741903831257,1700.0,4444
2014-07-25,5,4.0,1.75,4060,5500,2.0,0,0.0,5,9,2660.0,1400.0,1924,0.0,98102,47.51405671762186,-118.80655521032976,3320.0,5500
2014-07-14,2,3.0,2.25,1322,1796,2.0,0,0.0,3,8,1087.0,235.0,2005,0.0,98144,47.555650982561396,-119.1442259291847,1690.0,2025
2015-04-30,2,2.0,1.5,1280,2096,2.0,0,0.0,3,7,1080.0,200.0,2007,0.0,98144,47.45727118658135,-119.39275636114266,1340.0,7452
2014-08-07,3,4.0,1.0,1450,6820,1.5,0,0.0,3,6,1450.0,0.0,1947,0.0,98133,47.755210758741434,-118.78817017499632,1450.0,6820
2014-12-08,1,3.0,1.0,1240,9198,1.5,0,0.0,4,7,1240.0,0.0,1959,0.0,98032,47.357301504459066,-118.56936396329829,1170.0,8970
2015-02-25,3,3.0,1.0,1440,54315,1.0,0,0.0,3,7,790.0,650.0,1974,0.0,98075,47.90605156550704,-119.53871625686097,2690.0,40518
2014-09-26,5,4.0,2.5,3470,10045,2.0,0,0.0,3,10,3470.0,0.0,1993,0.0,98027,47.57464655031747,-116.79170182832428,4370.0,12359
2014-10-24,5,7.0,3.75,5100,21802,2.0,0,0.0,3,10,3640.0,1460.0,2001,0.0,98075,47.45276505318088,-116.35714778536295,3350.0,10005
2014-05-08,5,3.0,1.75,2430,12757,1.0,0,2.0,4,8,1340.0,1090.0,1952,0.0,98004,48.06847875007858,-117.92734852189429,2930.0,12450
2014-10-27,5,3.0,2.25,2420,7200,1.0,0,0.0,3,8,1420.0,1000.0,1948,0.0,98115,47.553044847979486,-119.10309115933498,2500.0,7200
2015-01-02,1,3.0,2.5,1510,10875,1.0,0,0.0,3,7,1150.0,360.0,1990,0.0,98003,47.343807759849405,-118.81056642624563,1810.0,9916
2015-04-25,2,3.0,1.0,1200,5525,1.0,0,0.0,2,7,1200.0,0.0,1947,0.0,98115,47.90505205648838,-117.91525149585436,1580.0,7200
2014-06-02,3,3.0,2.5,2240,6396,2.0,0,0.0,3,7,2240.0,0.0,2002,0.0,98065,47.56916316964432,-118.71814468185237,2610.0,5128
2014-12-23,4,4.0,2.0,3210,8400,1.5,0,0.0,5,7,2040.0,1170.0,1914,0.0,98136,46.91756175131089,-119.09916068419912,2540.0,6458
2015-04-28,3,3.0,1.75,1340,3850,1.0,0,0.0,4,7,1340.0,0.0,1960,0.0,98125,47.746153730389366,-117.72283610993318,1540.0,7645
2014-09-26,1,3.0,2.0,1220,17652,1.0,0,0.0,4,7,1220.0,0.0,1980,0.0,98059,47.20681224046052,-117.98516937126313,1990.0,17652
2015-03-26,3,3.0,2.0,1220,17652,1.0,0,0.0,4,7,1220.0,0.0,1980,0.0,98059,47.53624684597316,-118.76623323969541,1990.0,17652
2014-11-13,3,3.0,2.0,1390,2688,1.5,0,0.0,5,7,1390.0,0.0,1915,0.0,98117,47.49071843023282,-117.68454535670843,1440.0,2900
2014-09-29,5,4.0,2.0,2970,5400,2.5,0,0.0,4,9,2970.0,0.0,1900,0.0,98112,47.33689787003524,-118.87933422602778,2500.0,5040
2014-07-15,3,2.0,2.0,1440,213008,2.0,0,0.0,4,7,1440.0,0.0,1990,0.0,98070,46.97724154171726,-117.97584613745708,1630.0,161172
2014-11-12,3,2.0,1.75,1550,4257,1.0,0,3.0,3,7,830.0,720.0,1953,0.0,98136,47.85218221067493,-118.1007812668245,1920.0,5100
2015-01-28,2,4.0,2.5,1904,8200,2.0,0,0.0,5,7,1904.0,0.0,1999,0.0,98010,47.159607383299715,-116.23926725512743,1560.0,12426
2014-12-10,2,4.0,1.5,1400,8500,2.0,0,0.0,3,7,1400.0,0.0,1975,0.0,98001,47.36986954746688,-118.17259033550678,1580.0,7650
2014-09-16,2,3.0,1.75,1320,9450,1.0,0,0.0,5,7,1320.0,0.0,1943,0.0,98166,47.08706279432308,-117.41775354810177,1320.0,8315
2015-04-10,4,3.0,1.75,2620,8280,1.0,0,0.0,4,7,1330.0,1290.0,1948,0.0,98177,47.71042760812777,-118.20217843346893,1530.0,8160
2014-12-12,2,4.0,0.5,2300,5570,2.0,0,0.0,3,8,2300.0,0.0,1996,0.0,98092,47.1729404936372,-116.36198837116163,1820.0,6371
2014-05-06,3,4.0,2.5,2000,5684,2.0,0,0.0,3,8,2000.0,0.0,1996,0.0,98028,47.969683522195396,-117.5297630107554,2210.0,7066
2014-07-22,3,3.0,1.75,1740,9500,1.0,0,3.0,4,8,1150.0,590.0,1958,0.0,98146,47.446956020419066,-120.08651949160308,2110.0,9450
2014-06-17,3,4.0,2.0,1450,8400,1.5,0,0.0,4,7,1450.0,0.0,1962,0.0,98034,47.75725813963861,-118.39314784814873,1450.0,7440
2015-04-27,2,3.0,2.25,1420,7800,1.0,0,0.0,4,7,1130.0,290.0,1985,0.0,98042,47.37755149856825,-118.48236172773085,1460.0,7800
2014-08-22,3,5.0,2.0,2560,14467,1.0,0,0.0,3,8,1280.0,1280.0,1960,0.0,98006,47.51790381236331,-119.2104773900096,2200.0,10267
2015-02-26,3,2.0,1.5,1260,2625,2.0,0,0.0,4,7,1260.0,0.0,1983,0.0,98052,47.73522028041098,-119.59297836008172,1260.0,2625
2015-03-06,4,4.0,2.25,2420,7725,1.0,0,0.0,4,8,1890.0,530.0,1972,0.0,98052,47.906614664997555,-117.13219099350641,1740.0,7944
2014-10-21,2,2.0,1.0,890,6350,1.0,0,0.0,3,6,890.0,0.0,1943,0.0,98103,47.590646212990855,-119.94443884104099,1490.0,6350
2014-10-27,4,3.0,1.5,1670,5060,2.0,0,2.0,5,7,1670.0,0.0,1925,0.0,98126,47.501120309720136,-119.40534658627467,1670.0,5118
2014-10-14,2,3.0,2.25,1360,9600,2.0,0,0.0,3,7,1360.0,0.0,1992,0.0,98045,47.502066549854895,-118.38067396907287,1200.0,10400
2014-09-23,4,3.0,2.5,1910,4488,2.0,0,0.0,3,8,1910.0,0.0,1998,0.0,98007,47.68592207684385,-118.80435762966722,1530.0,3696
2014-07-29,1,3.0,1.0,1090,10114,1.0,0,0.0,4,7,1090.0,0.0,1955,0.0,98002,47.56207795011672,-118.89221395742035,1380.0,7800
2015-02-13,4,4.0,1.75,1670,13125,1.0,0,0.0,5,8,1670.0,0.0,1973,0.0,98052,47.68122691153197,-118.25948095507313,2360.0,12500
2015-04-29,4,4.0,1.75,1670,13125,1.0,0,0.0,5,8,1670.0,0.0,1973,0.0,98052,47.49741513250129,-119.3570823593454,2360.0,12500
2014-06-27,5,5.0,2.75,3650,13297,2.0,0,0.0,5,9,2750.0,900.0,1969,0.0,98040,47.40384518495519,-117.33742896838034,2900.0,11568
2014-09-20,3,4.0,2.0,1970,3515,1.0,0,0.0,5,8,1030.0,940.0,1969,0.0,98115,47.9356449687265,-119.99419774568192,1650.0,4275
2015-03-20,3,3.0,2.25,1740,9488,1.0,0,0.0,4,8,1180.0,560.0,1977,0.0,98056,47.280314290440785,-118.754881588711,1880.0,8615
2015-01-16,4,3.0,3.25,2200,2400,2.0,0,0.0,3,8,1740.0,460.0,1988,0.0,98119,47.73964809197736,-118.7860853535314,2200.0,3600
2014-09-11,4,3.0,2.0,2010,4320,2.0,0,2.0,3,9,2010.0,0.0,1999,0.0,98118,47.232223953735904,-118.57157878200651,1640.0,5225
2014-06-19,4,3.0,3.0,3910,19023,2.0,0,0.0,3,11,3910.0,0.0,1985,0.0,98014,48.10145451366337,-119.02021057983751,1860.0,15001
2015-02-19,1,1.0,0.75,470,15000,1.0,0,0.0,3,4,470.0,0.0,1947,0.0,98014,47.93959209495206,-117.51487789724396,1730.0,22500
2015-03-06,3,4.0,2.5,2330,7064,1.0,0,0.0,4,8,1780.0,550.0,1984,0.0,98052,47.55210024294733,-118.02451483794869,1740.0,8075
2014-07-28,2,3.0,1.75,1930,7200,1.5,0,0.0,3,6,1930.0,0.0,1929,0.0,98065,47.1470177491548,-118.89512741901129,1350.0,9000
2014-11-25,1,3.0,2.5,1650,5000,2.0,0,0.0,3,8,1650.0,0.0,1985,0.0,98023,47.4183301033621,-117.40149794638836,1720.0,5000
2014-10-20,3,4.0,2.75,2220,8450,1.0,0,0.0,4,7,1260.0,960.0,1983,0.0,98059,47.37259519695511,-119.966972244202,1580.0,8450
2014-09-03,3,2.0,1.75,2470,4600,1.0,0,3.0,4,7,1140.0,1330.0,1916,0.0,98126,47.298198185551755,-120.37182819241221,1790.0,5175
2015-04-01,2,5.0,2.75,2530,9375,1.0,0,0.0,5,7,1530.0,1000.0,1966,0.0,98030,47.64392353497263,-117.11855132744604,2250.0,8200
2014-12-18,2,3.0,1.5,2400,8215,1.0,0,0.0,3,7,1200.0,1200.0,1961,0.0,98146,47.51626135521839,-117.82897932854723,1460.0,8217
2015-02-11,1,4.0,1.5,2120,8554,1.0,0,0.0,4,7,1170.0,950.0,1977,0.0,98002,47.30946374047421,-118.558607378925,1790.0,8554
2015-01-10,2,4.0,2.5,2240,5105,2.0,0,0.0,4,8,2240.0,0.0,2002,0.0,98042,47.47627319524848,-117.2922984834704,1920.0,5288
2015-04-20,3,3.0,1.75,1890,100623,1.0,0,3.0,3,8,1890.0,0.0,1978,0.0,98053,47.71565685889421,-117.03143397651091,2110.0,50529
2014-11-14,3,3.0,1.0,1260,9638,2.0,0,0.0,4,7,1260.0,0.0,1920,0.0,98033,47.67228916893632,-119.77455364450928,1760.0,7822
2015-02-02,2,2.0,1.5,1160,3838,2.0,0,0.0,3,7,1160.0,0.0,1983,0.0,98034,47.872304579570205,-118.93468605276873,1410.0,3780
2014-11-03,2,2.0,1.0,1300,39639,1.0,0,0.0,4,6,1300.0,0.0,1960,0.0,98070,47.42285846511195,-118.90441634931187,1880.0,98881
2015-04-24,5,4.0,2.5,2990,8640,1.0,0,0.0,5,8,2100.0,890.0,1959,0.0,98005,47.900498496058255,-116.73560637133684,2270.0,8800
2014-05-21,1,3.0,1.0,1020,7874,1.0,0,0.0,3,7,1020.0,0.0,1956,0.0,98106,47.49883874139511,-116.25224159167676,1290.0,7320
2014-12-18,2,2.0,2.25,1550,1824,2.0,0,0.0,3,8,1550.0,0.0,2007,0.0,98106,47.722837201033364,-116.83709429927231,1460.0,1826
2014-07-25,3,2.0,2.0,1870,4751,1.0,0,0.0,3,8,1870.0,0.0,2006,0.0,98053,47.480730000248705,-118.98810050240955,2170.0,5580
2014-06-10,3,3.0,2.5,2340,5957,2.0,0,0.0,3,8,2340.0,0.0,1995,0.0,98028,47.785516217225606,-118.11494647506781,2340.0,6604
2014-10-29,5,5.0,4.25,3350,3600,2.0,0,0.0,3,10,2260.0,1090.0,2014,0.0,98119,47.482755862032356,-118.63343465720672,1810.0,3600
2014-06-24,2,2.0,2.0,1180,9265,1.0,0,0.0,3,7,1180.0,0.0,1940,0.0,98125,47.782842264852505,-119.21465296684549,460.0,18000
2015-03-17,3,3.0,1.75,1300,5111,1.0,0,0.0,4,7,1300.0,0.0,1959,0.0,98115,47.482595254030656,-118.80740262863323,1370.0,5111
2014-12-04,2,3.0,1.5,1040,9997,1.0,0,0.0,4,7,1040.0,0.0,1955,0.0,98155,47.27724549878374,-116.91796202770969,1040.0,8699
2015-03-24,1,3.0,1.0,1220,7695,1.0,0,0.0,3,7,1220.0,0.0,1954,0.0,98106,47.433550882505294,-117.84079038748709,1210.0,7412
2014-12-18,2,3.0,2.5,2240,6097,2.0,0,0.0,3,8,2240.0,0.0,2002,0.0,98038,47.188208896398756,-116.31440436412876,2240.0,5574
2014-06-04,3,3.0,1.5,1420,4500,1.0,0,0.0,3,7,1420.0,0.0,1959,0.0,98103,47.56005321635782,-119.12734874152687,1540.0,6375
2015-04-20,2,3.0,1.5,2390,23522,1.0,0,0.0,2,7,1890.0,500.0,1938,1968.0,98059,47.04656673414122,-118.84788185655798,2430.0,23958
2014-05-06,3,4.0,2.25,2260,29930,2.0,0,0.0,4,8,1400.0,860.0,1977,0.0,98006,47.70748275926807,-117.86489138877943,2770.0,29930
2014-07-16,2,3.0,1.75,1890,93218,1.0,0,0.0,4,7,1890.0,0.0,1964,0.0,98092,46.987014410657494,-118.97003588721893,1690.0,172062
2014-12-11,3,2.0,1.75,1830,7200,1.0,0,2.0,4,7,1070.0,760.0,1949,0.0,98118,47.63571711323244,-118.94616343852155,1570.0,6000
2014-06-17,3,3.0,1.75,2180,7700,1.0,0,0.0,3,8,1480.0,700.0,1961,0.0,98177,47.693411986525355,-118.4178718729006,2180.0,7604
2014-11-13,3,6.0,2.0,2320,210830,2.0,0,0.0,4,8,2320.0,0.0,1962,0.0,98058,47.12780869709554,-118.40228014751776,2540.0,217800
2014-11-04,1,3.0,1.0,840,4495,1.0,0,0.0,3,6,840.0,0.0,1921,0.0,98146,48.027000566708686,-119.246425821898,1260.0,7434
2015-04-21,2,3.0,1.0,840,4495,1.0,0,0.0,3,6,840.0,0.0,1921,0.0,98146,47.63195695698427,-117.4171702740048,1260.0,7434
2014-05-22,3,4.0,2.25,2350,8140,1.0,0,0.0,4,8,1430.0,920.0,1977,0.0,98006,48.13908073756443,-117.8144959246838,2640.0,8700
2014-10-06,3,3.0,1.75,2040,273556,1.0,0,0.0,3,7,2040.0,0.0,1997,0.0,98070,47.56272559376506,-118.48932500146653,1790.0,273556
2015-04-07,3,4.0,2.5,2370,30378,2.0,0,0.0,3,8,2370.0,0.0,1996,0.0,98042,47.52470812025287,-117.41777761357143,2870.0,34834
2015-04-16,1,5.0,2.0,1590,9350,1.0,0,0.0,5,7,1060.0,530.0,1962,0.0,98001,47.4177267233991,-116.6326404229878,1460.0,8210
2015-05-07,2,4.0,1.5,1940,8970,1.5,0,0.0,3,7,1270.0,670.0,1980,0.0,98125,47.861492267528135,-116.39601419941499,1960.0,8470
2014-10-06,4,4.0,2.5,3320,244807,2.0,0,0.0,3,9,3320.0,0.0,2001,0.0,98010,47.408652278639096,-117.60442113650215,2530.0,217800
2014-05-20,1,3.0,1.5,1650,9936,1.0,0,0.0,3,7,1090.0,560.0,1967,0.0,98003,47.25255153002886,-118.09592378879684,1560.0,9890
2014-07-23,3,3.0,1.5,1110,5500,1.0,0,0.0,3,6,1110.0,0.0,1940,1997.0,98033,47.66335791260568,-119.25313945982036,1670.0,6600
2014-11-07,4,4.0,2.5,2110,6820,1.0,0,0.0,5,7,1530.0,580.0,1942,0.0,98115,47.78800533572158,-118.3463937227221,1420.0,6431
2014-09-21,3,5.0,2.5,2760,4000,1.5,0,0.0,3,8,1730.0,1030.0,1926,2014.0,98122,47.59658363687831,-116.53560713374094,1680.0,4000
2015-04-28,4,4.0,1.75,2970,14880,1.0,0,4.0,5,9,1560.0,1410.0,1962,0.0,98075,47.4407676835528,-116.84940013348002,3310.0,13388
2014-08-06,3,3.0,1.75,2300,43560,1.0,0,0.0,4,7,1350.0,950.0,1979,0.0,98077,47.49499314119203,-118.61396912779176,2320.0,57000
2014-06-06,3,3.0,2.5,2030,2805,2.0,0,0.0,3,8,1720.0,310.0,2001,0.0,98027,47.33060826014129,-117.69831641666883,1670.0,2898
2014-06-23,3,4.0,1.75,2160,4333,1.0,0,0.0,4,8,1260.0,900.0,1942,0.0,98117,47.74722647493663,-119.06537793888323,1670.0,4426
2014-05-28,3,3.0,2.0,1650,6150,2.0,0,0.0,4,7,1650.0,0.0,1926,1993.0,98116,47.538599544726935,-119.57070759738899,1280.0,6150
2014-12-01,3,4.0,2.25,2690,36114,2.0,0,0.0,4,9,2690.0,0.0,1986,0.0,98092,47.5696629001285,-118.641374716403,2570.0,35091
2015-01-29,1,4.0,1.0,1220,5120,1.5,0,0.0,5,6,1220.0,0.0,1940,0.0,98022,47.24214594040922,-119.07834685812588,1540.0,7670
2014-08-20,1,3.0,1.0,1300,9600,1.0,0,0.0,4,6,1300.0,0.0,1975,0.0,98092,47.499223723177344,-117.40333163749467,1150.0,10222
